Timestamp,Roll,Pitch,Yaw,Gyro_X,Gyro_Y,Gyro_Z,Accel_X,Accel_Y,Accel_Z,Throttle
17:19:42.311,-3.73,-4.1,-176.11,-1.04,-0.67,-0.61,0.07,-0.06,1.02,1000
17:19:42.324,-3.72,-4.08,-176.12,0.0,-0.55,-0.67,0.07,-0.07,1.03,1000
17:19:42.335,-3.71,-4.06,-176.12,-0.06,-0.85,-1.04,0.07,-0.06,1.04,1000
17:19:42.344,-3.69,-4.05,-176.13,-0.06,-0.61,-0.43,0.08,-0.07,1.02,1000
17:19:42.355,-3.67,-4.11,-176.13,-0.12,-0.37,-0.24,0.08,-0.06,1.02,1000
17:19:42.368,-3.64,-4.15,-176.14,-0.67,-0.18,-0.49,0.07,-0.06,1.02,1000
17:19:42.379,-3.6,-4.16,-176.15,-0.3,-0.12,-0.79,0.07,-0.06,1.03,1000
17:19:42.390,-3.58,-4.16,-176.15,-0.79,-0.37,-0.43,0.08,-0.07,1.03,1000
17:19:42.399,-3.62,-4.16,-176.16,-0.73,0.18,-0.24,0.08,-0.07,1.03,1000
17:19:42.410,-3.67,-4.16,-176.16,-0.3,0.06,-0.37,0.07,-0.07,1.02,1000
17:19:42.421,-3.71,-4.14,-176.16,-0.12,-0.18,-0.79,0.07,-0.07,1.03,1000
17:19:42.433,-3.73,-4.08,-176.17,0.12,-0.67,-0.85,0.07,-0.06,1.03,1000
17:19:42.443,-3.72,-4.06,-176.18,0.06,-0.79,-0.67,0.08,-0.07,1.02,1000
17:19:42.454,-3.71,-4.08,-176.18,0.12,-0.43,-0.37,0.07,-0.06,1.03,1000
17:19:42.468,-3.69,-4.09,-176.19,-0.06,-0.18,-0.49,0.08,-0.06,1.03,1000
17:19:42.490,-3.62,-4.12,-176.19,-0.49,-0.18,-0.73,0.07,-0.06,1.02,1000
17:19:42.490,-3.58,-4.13,-176.2,-0.91,-0.12,-0.85,0.08,-0.07,1.02,1000
17:19:42.498,-3.59,-4.15,-176.21,-0.67,0.3,-0.24,0.08,-0.07,1.02,1000
17:19:42.509,-3.62,-4.16,-176.21,-0.67,0.06,-0.18,0.07,-0.07,1.02,1000
17:19:42.520,-3.68,-4.14,-176.21,-0.37,0.06,-0.3,0.07,-0.07,1.03,1000
17:19:42.531,-3.7,-4.08,-176.21,-0.3,-0.55,-0.91,0.07,-0.07,1.02,1000
17:19:42.545,-3.72,-4.05,-176.22,0.0,-0.55,-0.91,0.07,-0.07,1.03,1000
17:19:42.553,-3.74,-4.03,-176.23,0.0,-0.43,-0.49,0.08,-0.07,1.03,1000
17:19:42.564,-3.74,-4.04,-176.23,-0.06,-0.61,-0.3,0.08,-0.06,1.02,1000
17:19:42.575,-3.69,-4.06,-176.24,-0.3,-0.49,-0.61,0.08,-0.06,1.03,1000
17:19:42.591,-3.65,-4.09,-176.25,-0.37,-0.12,-0.55,0.08,-0.06,1.02,1000
17:19:42.597,-3.61,-4.14,-176.26,-0.37,0.0,-0.24,0.08,-0.06,1.03,1000
17:19:42.608,-3.61,-4.16,-176.26,-0.79,0.24,-0.18,0.07,-0.07,1.03,1000
17:19:42.620,-3.62,-4.15,-176.26,-0.55,-0.12,-0.37,0.07,-0.06,1.02,1000
17:19:42.631,-3.63,-4.14,-176.26,-0.49,-0.18,-0.43,0.07,-0.07,1.03,1000
17:19:42.643,-3.67,-4.11,-176.27,-0.24,-0.18,-0.73,0.07,-0.07,1.03,1000
17:19:42.652,-3.71,-4.09,-176.28,0.06,-0.49,-0.49,0.07,-0.07,1.02,1000
17:19:42.663,-3.72,-4.08,-176.28,0.18,-0.43,-0.55,0.07,-0.06,1.02,1000
17:19:42.674,-3.71,-4.07,-176.29,-0.06,-0.37,-0.55,0.07,-0.06,1.02,1000
17:19:42.685,-3.67,-4.08,-176.3,0.0,0.06,-0.3,0.07,-0.06,1.05,1000
17:19:42.696,-3.61,-4.07,-176.3,-0.55,-0.3,-0.43,0.07,-0.06,1.02,1000
17:19:42.707,-3.58,-4.08,-176.31,-0.61,-0.73,-0.37,0.08,-0.06,1.01,1000
17:19:42.718,-3.57,-4.12,-176.31,-0.73,-0.85,-0.37,0.08,-0.07,1.04,1000
17:19:42.729,-3.62,-4.22,-176.32,-0.37,0.18,-0.55,0.09,-0.07,1.02,1000
17:19:42.741,-3.65,-4.31,-176.32,0.06,0.73,-0.67,0.07,-0.06,1.03,1000
17:19:42.751,-3.65,-4.27,-176.33,-0.79,0.37,-0.61,0.06,-0.06,1.03,1000
17:19:42.762,-3.61,-4.15,-176.34,-0.79,-0.37,-0.61,0.06,-0.06,1.02,1000
17:19:42.774,-3.6,-4.06,-176.34,-0.79,-0.79,-0.12,0.07,-0.08,1.02,1000
17:19:42.785,-3.67,-4.02,-176.34,-0.3,-0.12,-0.12,0.08,-0.07,1.04,1000
17:19:42.797,-3.71,-4.06,-176.34,0.43,0.06,-0.61,0.07,-0.06,1.02,1000
17:19:42.807,-3.71,-4.07,-176.35,0.18,-0.73,-1.16,0.06,-0.06,1.03,1000
17:19:42.817,-3.68,-4.04,-176.36,-0.18,-0.98,-1.04,0.07,-0.06,1.03,1000
